Wait_For_Settle,Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT,Settle_Time_S,Passed
False,0.0125,-0.0011,40.1,2.97,1.352,1.367,29.04,0.604,False,0.1182,1.9846,0.0,False
True,-0.0123,-0.0082,27.28,9.97,1.335,1.137,23.34,0.672,False,0.031,6.3396,13.184,False
False,-0.0123,-0.0082,27.28,9.97,1.335,1.137,23.34,0.672,False,0.2631,1.5815,0.0,False
True,0.0237,-0.0023,31.82,10.85,1.24,0.922,20.75,0.509,False,0.0506,2.7074,8.51,False
False,0.0237,-0.0023,31.82,10.85,1.24,0.922,20.75,0.509,False,0.1226,1.03,0.0,False
True,-0.0197,-0.0063,41.8,10.49,1.294,0.845,23.57,0.512,False,0.0806,8.4796,11.808,False
False,-0.0197,-0.0063,41.8,10.49,1.294,0.845,23.57,0.512,False,0.2356,3.1129,0.0,False
True,0.0142,-0.0179,33.9,13.16,1.292,1.147,34.03,0.414,True,1.031,0.4672,20.268,False
False,0.0142,-0.0179,33.9,13.16,1.292,1.147,34.03,0.414,True,0.5615,0.5846,0.0,False
True,-0.0654,-0.015,37.0,14.42,0.908,0.904,39.94,0.539,True,0.4426,1.0926,13.592,False
False,-0.0654,-0.015,37.0,14.42,0.908,0.904,39.94,0.539,True,1.1868,1.2293,0.0,False
True,-0.0122,-0.0126,24.68,14.25,1.077,1.212,26.08,0.594,False,0.8588,1.0272,14.458,False
False,-0.0122,-0.0126,24.68,14.25,1.077,1.212,26.08,0.594,True,1.1989,0.269,0.0,False
True,-0.0032,-0.011,43.32,12.92,1.305,1.357,22.56,0.477,False,0.1098,4.6296,15.132,False
False,-0.0032,-0.011,43.32,12.92,1.305,1.357,22.56,0.477,False,0.3755,1.6578,0.0,False
True,0.0196,-0.004,40.4,12.39,1.688,0.711,38.94,0.693,True,0.7312,1.4931,13.084,False
False,0.0196,-0.004,40.4,12.39,1.688,0.711,38.94,0.693,True,0.4115,0.5125,0.0,False
True,-0.0526,-0.0164,22.63,3.86,1.056,1.094,21.61,0.565,False,0.0257,8.194,13.636,False
False,-0.0526,-0.0164,22.63,3.86,1.056,1.094,21.61,0.565,False,0.2928,0.5652,0.0,False
True,0.0005,-0.011,22.18,4.05,1.227,0.838,37.96,0.642,False,0.0449,5.2751,15.352,False
False,0.0005,-0.011,22.18,4.05,1.227,0.838,37.96,0.642,True,1.0265,0.3431,0.0,False
True,-0.0291,0.0087,42.06,4.31,1.139,0.722,36.61,0.718,False,0.0167,78.5408,2.998,False
False,-0.0291,0.0087,42.06,4.31,1.139,0.722,36.61,0.718,True,0.343,0.5794,0.0,False
True,-0.0257,0.0051,33.83,7.79,1.047,1.073,29.72,0.703,False,0.0607,14.0001,9.804,False
False,-0.0257,0.0051,33.83,7.79,1.047,1.073,29.72,0.703,False,0.0988,8.3274,0.0,False
True,0.0225,-0.0052,26.78,13.83,0.961,1.366,34.55,0.541,True,1.5496,0.2926,9.342,False
False,0.0225,-0.0052,26.78,13.83,0.961,1.366,34.55,0.541,True,1.3115,0.1679,0.0,False
True,-0.0603,-0.0088,35.55,9.45,0.964,1.286,34.22,0.699,True,0.4539,1.0949,14.268,False
False,-0.0603,-0.0088,35.55,9.45,0.964,1.286,34.22,0.699,True,0.5671,0.4131,0.0,False
True,-0.0091,-0.0196,27.31,8.39,1.429,0.969,35.82,0.602,True,1.0329,0.4765,18.306,False
False,-0.0091,-0.0196,27.31,8.39,1.429,0.969,35.82,0.602,True,0.6123,0.395,0.0,False
True,0.0176,0.0091,41.99,5.66,1.251,0.925,31.29,0.405,True,2.6974,0.1427,2.998,False
False,0.0176,0.0091,41.99,5.66,1.251,0.925,31.29,0.405,True,0.6813,0.3759,0.0,False
True,-0.0232,0.0053,26.63,10.41,1.634,0.719,25.55,0.552,False,0.2235,2.5926,2.998,False
False,-0.0232,0.0053,26.63,10.41,1.634,0.719,25.55,0.552,False,0.3267,1.814,0.0,False
True,0.0098,-0.0146,34.38,9.07,1.486,1.299,23.28,0.682,False,0.0528,4.8017,21.732,False
False,0.0098,-0.0146,34.38,9.07,1.486,1.299,23.28,0.682,True,1.0497,0.4382,0.0,False
True,-0.0698,-0.0131,36.51,13.27,1.165,0.979,32.17,0.466,True,0.6018,0.7503,12.036,False
False,-0.0698,-0.0131,36.51,13.27,1.165,0.979,32.17,0.466,False,0.6443,3.6139,0.0,False
True,-0.0578,0.0092,29.17,11.43,0.834,0.854,25.84,0.767,False,0.3128,4.868,2.998,False
False,-0.0578,0.0092,29.17,11.43,0.834,0.854,25.84,0.767,False,0.2941,5.0227,0.0,False
True,-0.0611,-0.0124,44.4,6.54,1.655,1.027,37.67,0.772,True,0.2986,1.6455,14.704,False
False,-0.0611,-0.0124,44.4,6.54,1.655,1.027,37.67,0.772,True,0.2496,1.0341,0.0,False
True,-0.0297,-0.0139,28.15,3.58,1.079,1.352,22.19,0.604,False,0.0331,5.0277,13.99,False
False,-0.0297,-0.0139,28.15,3.58,1.079,1.352,22.19,0.604,False,0.2504,0.7818,0.0,False
True,0.0022,-0.0009,41.31,12.03,1.244,1.369,34.69,0.606,False,0.0575,8.8765,11.718,False
False,0.0022,-0.0009,41.31,12.03,1.244,1.369,34.69,0.606,False,0.3561,2.1287,0.0,False
True,-0.0396,0.0083,27.35,13.67,1.387,0.725,20.72,0.448,False,0.2225,2.451,2.998,False
False,-0.0396,0.0083,27.35,13.67,1.387,0.725,20.72,0.448,False,0.0673,8.4178,0.0,False
True,-0.013,-0.0198,32.51,3.07,0.987,0.945,38.42,0.459,True,1.885,0.2941,18.168,False
False,-0.013,-0.0198,32.51,3.07,0.987,0.945,38.42,0.459,True,0.5469,0.8451,0.0,False
True,0.0053,-0.0016,37.44,3.05,0.828,1.383,35.7,0.777,False,0.1552,2.085,12.49,False
False,0.0053,-0.0016,37.44,3.05,0.828,1.383,35.7,0.777,False,0.1162,2.8075,0.0,False
True,-0.0668,-0.0173,27.12,6.02,1.627,0.857,39.42,0.636,False,3.1507,0.8399,13.482,True
False,-0.0668,-0.0173,27.12,6.02,1.627,0.857,39.42,0.636,True,0.4413,0.5431,0.0,False
True,-0.0542,-0.0089,22.66,11.77,1.632,0.869,23.03,0.578,False,0.2133,3.7814,11.956,False
False,-0.0542,-0.0089,22.66,11.77,1.632,0.869,23.03,0.578,False,0.3298,2.3537,0.0,False
True,-0.0099,-0.0115,23.69,12.93,1.728,0.856,22.89,0.696,False,0.1418,3.3347,15.202,False
False,-0.0099,-0.0115,23.69,12.93,1.728,0.856,22.89,0.696,True,1.238,0.2721,0.0,False
True,0.0214,0.0026,34.7,10.12,0.927,1.066,36.14,0.428,False,0.2079,1.9817,10.798,False
False,0.0214,0.0026,34.7,10.12,0.927,1.066,36.14,0.428,False,0.2614,1.902,0.0,False
True,0.0233,-0.0133,44.5,12.14,1.355,1.135,33.28,0.625,True,0.8902,0.3633,19.518,False
False,0.0233,-0.0133,44.5,12.14,1.355,1.135,33.28,0.625,True,1.0974,0.3159,0.0,False
True,-0.0551,0.0008,20.34,6.36,1.134,0.859,21.04,0.59,False,0.0196,13.2317,10.904,False
False,-0.0551,0.0008,20.34,6.36,1.134,0.859,21.04,0.59,False,0.0585,3.7538,0.0,False
True,-0.0547,-0.0053,26.3,13.2,0.993,1.02,33.96,0.485,False,0.7403,2.3428,13.468,False
False,-0.0547,-0.0053,26.3,13.2,0.993,1.02,33.96,0.485,False,0.31,5.9467,0.0,False
True,0.0031,-0.0174,25.74,7.54,1.619,1.342,30.21,0.731,True,1.2901,0.3921,25.0,False
False,0.0031,-0.0174,25.74,7.54,1.619,1.342,30.21,0.731,True,1.756,0.4109,0.0,False
True,-0.0474,0.0096,25.3,14.79,1.597,0.874,31.05,0.419,False,1.1391,1.0944,2.998,False
False,-0.0474,0.0096,25.3,14.79,1.597,0.874,31.05,0.419,False,0.9135,1.3524,0.0,False
True,-0.0548,-0.0045,26.1,3.76,0.911,0.792,30.07,0.584,False,0.0583,9.0739,13.892,False
False,-0.0548,-0.0045,26.1,3.76,0.911,0.792,30.07,0.584,False,0.3758,1.693,0.0,False
True,-0.0428,0.0024,23.03,3.21,1.644,0.708,29.66,0.704,False,0.1929,2.0974,9.572,False
False,-0.0428,0.0024,23.03,3.21,1.644,0.708,29.66,0.704,False,0.0529,7.8074,0.0,False
True,0.0029,0.002,39.86,9.1,1.329,1.32,35.32,0.552,False,0.2776,1.8745,11.276,False
False,0.0029,0.002,39.86,9.1,1.329,1.32,35.32,0.552,False,0.233,2.9045,0.0,False
True,-0.0196,-0.0188,22.14,9.14,1.595,1.332,23.89,0.664,False,0.049,8.1686,17.688,False
False,-0.0196,-0.0188,22.14,9.14,1.595,1.332,23.89,0.664,False,0.3598,1.2792,0.0,False
True,-0.0271,0.0071,44.86,3.7,1.692,1.003,34.93,0.489,True,0.2384,1.3751,2.998,False
False,-0.0271,0.0071,44.86,3.7,1.692,1.003,34.93,0.489,True,0.2808,1.0753,0.0,False
True,-0.0694,-0.0098,44.64,10.44,1.402,1.388,22.43,0.669,False,0.4948,3.5424,11.646,False
False,-0.0694,-0.0098,44.64,10.44,1.402,1.388,22.43,0.669,False,0.3353,5.0748,0.0,False
True,-0.0538,0.0094,20.19,8.81,1.067,0.986,26.6,0.535,False,0.2772,2.437,2.998,False
False,-0.0538,0.0094,20.19,8.81,1.067,0.986,26.6,0.535,False,0.1577,3.8608,0.0,False
True,0.0114,-0.0069,31.1,12.64,1.091,0.831,29.16,0.591,False,0.1417,2.4595,11.602,False
False,0.0114,-0.0069,31.1,12.64,1.091,0.831,29.16,0.591,False,1.1163,1.0035,0.0,False
True,-0.0594,0.0066,33.28,2.85,1.496,0.879,20.34,0.481,False,0.0911,7.1168,2.998,False
False,-0.0594,0.0066,33.28,2.85,1.496,0.879,20.34,0.481,False,0.1774,3.5523,0.0,False
True,-0.04,-0.0156,34.19,13.51,0.985,1.21,20.07,0.482,False,0.2755,2.3302,13.696,False
False,-0.04,-0.0156,34.19,13.51,0.985,1.21,20.07,0.482,False,0.3136,2.2756,0.0,False
True,-0.0294,-0.0053,32.45,4.21,1.494,1.072,30.78,0.605,False,0.1676,3.4845,12.836,False
False,-0.0294,-0.0053,32.45,4.21,1.494,1.072,30.78,0.605,False,0.1991,2.9803,0.0,False
True,0.0141,0.0034,36.13,2.95,1.605,1.102,23.86,0.631,False,0.1185,1.0315,11.966,False
False,0.0141,0.0034,36.13,2.95,1.605,1.102,23.86,0.631,False,0.0911,1.8443,0.0,False
True,-0.0499,-0.0029,35.48,8.11,1.379,0.999,28.34,0.458,False,0.6796,2.0039,14.586,False
False,-0.0499,-0.0029,35.48,8.11,1.379,0.999,28.34,0.458,False,0.7804,1.8027,0.0,False
True,-0.0021,0.0069,24.65,6.19,1.562,0.928,26.49,0.691,False,0.0383,5.4065,2.998,False
False,-0.0021,0.0069,24.65,6.19,1.562,0.928,26.49,0.691,False,0.0493,4.4027,0.0,False
True,-0.0643,0.0044,29.97,2.38,1.026,0.99,34.42,0.684,False,0.2801,4.0105,9.72,False
False,-0.0643,0.0044,29.97,2.38,1.026,0.99,34.42,0.684,False,0.2155,5.7371,0.0,False
True,-0.012,-0.0067,43.3,9.02,1.723,1.296,37.42,0.535,True,1.8609,0.5598,11.238,False
False,-0.012,-0.0067,43.3,9.02,1.723,1.296,37.42,0.535,True,0.5662,0.5089,0.0,False
True,-0.0619,-0.0182,41.12,2.59,1.765,1.239,24.82,0.792,True,0.3162,6.2945,14.996,False
False,-0.0619,-0.0182,41.12,2.59,1.765,1.239,24.82,0.792,False,0.524,2.7692,0.0,False
True,-0.0447,-0.0144,21.67,2.86,1.69,1.329,35.67,0.611,False,0.1068,4.902,14.52,False
False,-0.0447,-0.0144,21.67,2.86,1.69,1.329,35.67,0.611,False,0.286,1.6549,0.0,False
True,-0.0096,-0.005,31.11,2.02,1.159,1.349,28.96,0.742,False,0.0109,15.2647,14.218,False
False,-0.0096,-0.005,31.11,2.02,1.159,1.349,28.96,0.742,False,0.2289,0.6392,0.0,False
True,-0.0145,-0.0062,42.35,2.69,1.55,1.322,38.78,0.524,True,0.0198,15.3167,12.658,False
False,-0.0145,-0.0062,42.35,2.69,1.55,1.322,38.78,0.524,True,0.7538,0.4375,0.0,False
True,-0.0194,0.0017,42.81,9.68,0.955,1.041,33.53,0.55,False,0.3422,3.5357,9.4,False
False,-0.0194,0.0017,42.81,9.68,0.955,1.041,33.53,0.55,False,0.1004,11.8706,0.0,False
True,0.0187,-0.0059,39.95,7.84,1.677,1.083,20.21,0.472,False,0.1682,1.0221,11.702,False
False,0.0187,-0.0059,39.95,7.84,1.677,1.083,20.21,0.472,False,0.3075,0.7064,0.0,False
True,-0.0662,-0.0027,29.27,5.24,0.874,1.079,35.52,0.444,False,1.2818,1.2828,4.75,False
False,-0.0662,-0.0027,29.27,5.24,0.874,1.079,35.52,0.444,False,1.3727,1.2153,0.0,False
True,-0.0236,0.0065,44.81,5.75,1.04,0.987,21.68,0.493,False,0.1344,4.6443,2.998,False
False,-0.0236,0.0065,44.81,5.75,1.04,0.987,21.68,0.493,False,0.2756,2.4596,0.0,False
True,-0.0692,0.0081,42.68,13.97,1.585,1.395,35.97,0.731,True,0.2778,1.8343,2.998,False
False,-0.0692,0.0081,42.68,13.97,1.585,1.395,35.97,0.731,True,0.4068,0.829,0.0,False
True,0.0245,0.0089,30.79,5.33,1.146,1.038,39.75,0.474,False,0.0705,5.8671,2.998,False
False,0.0245,0.0089,30.79,5.33,1.146,1.038,39.75,0.474,False,0.2446,1.4132,0.0,False
True,-0.0572,-0.0047,31.62,11.71,1.579,1.273,34.85,0.646,True,0.3803,0.7871,13.584,False
False,-0.0572,-0.0047,31.62,11.71,1.579,1.273,34.85,0.646,True,0.6853,1.1154,0.0,False
True,-0.0403,-0.0006,34.09,8.9,1.348,0.927,29.19,0.786,False,0.1711,6.9192,11.778,False
False,-0.0403,-0.0006,34.09,8.9,1.348,0.927,29.19,0.786,False,0.2285,5.4692,0.0,False
True,0.0123,-0.0022,22.46,7.58,1.709,1.224,39.17,0.452,False,0.0166,12.4362,14.402,False
False,0.0123,-0.0022,22.46,7.58,1.709,1.224,39.17,0.452,False,0.07,4.5084,0.0,False
True,0.0028,0.0035,34.22,8.04,0.901,0.935,37.11,0.675,False,0.0392,13.5989,11.384,False
False,0.0028,0.0035,34.22,8.04,0.901,0.935,37.11,0.675,False,0.0464,10.4834,0.0,False
True,0.0018,-0.0095,28.79,8.98,0.834,1.098,35.4,0.582,False,0.1663,2.8935,14.018,False
False,0.0018,-0.0095,28.79,8.98,0.834,1.098,35.4,0.582,True,0.5805,0.8596,0.0,False
True,-0.0003,-0.0039,36.47,4.7,1.68,0.736,25.76,0.754,False,0.0986,2.1044,12.566,False
False,-0.0003,-0.0039,36.47,4.7,1.68,0.736,25.76,0.754,False,0.084,3.6469,0.0,False
True,-0.0621,-0.0169,23.24,9.53,1.7,0.704,23.21,0.633,False,0.3058,2.7269,14.606,False
False,-0.0621,-0.0169,23.24,9.53,1.7,0.704,23.21,0.633,False,0.2964,2.8193,0.0,False
True,-0.0132,-0.0136,20.15,14.71,1.547,1.007,38.12,0.775,True,0.8365,0.4213,15.796,False
False,-0.0132,-0.0136,20.15,14.71,1.547,1.007,38.12,0.775,True,0.7396,0.6176,0.0,False
True,-0.0491,-0.0154,40.95,5.95,0.979,0.746,26.03,0.774,False,0.247,4.6979,14.918,False
False,-0.0491,-0.0154,40.95,5.95,0.979,0.746,26.03,0.774,True,0.443,0.6609,0.0,False
True,0.0002,-0.0003,26.97,2.07,1.54,0.941,20.83,0.629,False,0.0079,3.5102,5.344,False
False,0.0002,-0.0003,26.97,2.07,1.54,0.941,20.83,0.629,False,0.0943,0.5956,0.0,False
True,0.0009,-0.0115,40.27,5.41,1.564,0.863,29.54,0.674,True,0.7554,0.7675,16.714,False
False,0.0009,-0.0115,40.27,5.41,1.564,0.863,29.54,0.674,True,1.1015,0.6572,0.0,False
True,0.0133,0.0065,37.38,14.93,1.015,0.946,37.92,0.647,False,0.4125,1.5303,2.998,False
False,0.0133,0.0065,37.38,14.93,1.015,0.946,37.92,0.647,False,0.4823,1.2194,0.0,False
True,-0.0233,0.0075,22.08,6.07,1.757,1.054,23.48,0.766,False,0.0399,6.7921,2.998,False
False,-0.0233,0.0075,22.08,6.07,1.757,1.054,23.48,0.766,False,0.0613,4.4536,0.0,False
True,-0.0375,-0.0061,38.7,13.92,1.153,0.82,20.31,0.765,False,1.5011,0.8265,12.376,False
False,-0.0375,-0.0061,38.7,13.92,1.153,0.82,20.31,0.765,False,0.5956,1.8842,0.0,False
True,-0.0587,-0.0168,35.42,7.76,1.104,0.787,39.33,0.623,False,1.9212,1.4236,13.798,False
False,-0.0587,-0.0168,35.42,7.76,1.104,0.787,39.33,0.623,True,0.088,6.0049,0.0,False
True,-0.0441,0.0097,26.35,2.27,1.543,1.028,39.32,0.571,True,0.2046,1.0303,2.998,False
False,-0.0441,0.0097,26.35,2.27,1.543,1.028,39.32,0.571,True,0.1917,1.1003,0.0,False
True,-0.0208,-0.0187,30.86,5.36,1.268,1.068,32.12,0.632,True,0.7315,1.0026,17.75,False
False,-0.0208,-0.0187,30.86,5.36,1.268,1.068,32.12,0.632,True,0.3534,0.6175,0.0,False
True,-0.0016,-0.0083,30.98,12.48,0.914,1.001,33.91,0.792,True,0.6021,1.2506,13.77,False
False,-0.0016,-0.0083,30.98,12.48,0.914,1.001,33.91,0.792,True,1.0653,0.6681,0.0,False
True,-0.0071,0.009,38.99,14.85,1.042,1.33,39.55,0.576,False,0.091,11.1013,2.998,False
False,-0.0071,0.009,38.99,14.85,1.042,1.33,39.55,0.576,False,0.0899,10.4957,0.0,False
True,0.0157,-0.0019,44.22,3.32,1.221,1.33,35.42,0.73,False,0.0347,10.4714,16.224,False
False,0.0157,-0.0019,44.22,3.32,1.221,1.33,35.42,0.73,True,0.2425,6.3039,0.0,False
True,-0.0504,-0.0041,35.78,10.9,1.031,1.259,20.12,0.439,False,0.5178,1.2141,13.166,False
False,-0.0504,-0.0041,35.78,10.9,1.031,1.259,20.12,0.439,False,0.3997,1.4966,0.0,False
True,-0.0413,0.0054,36.61,5.92,0.946,0.806,38.49,0.529,True,0.3616,4.408,2.998,False
False,-0.0413,0.0054,36.61,5.92,0.946,0.806,38.49,0.529,False,0.4671,3.6775,0.0,False
True,0.0004,-0.0172,34.78,13.3,0.872,1.146,36.98,0.753,True,0.8764,0.4426,25.0,False
False,0.0004,-0.0172,34.78,13.3,0.872,1.146,36.98,0.753,True,0.7368,0.7076,0.0,False
True,-0.0262,0.0036,41.02,14.82,0.924,1.39,35.34,0.407,True,1.1315,0.9368,8.586,False
False,-0.0262,0.0036,41.02,14.82,0.924,1.39,35.34,0.407,True,0.6531,0.9521,0.0,False
True,0.0208,0.0082,28.21,9.21,1.407,1.165,20.1,0.659,False,0.0841,1.6699,2.998,False
False,0.0208,0.0082,28.21,9.21,1.407,1.165,20.1,0.659,False,0.1604,0.8346,0.0,False
True,-0.0573,0.0064,41.06,6.09,1.357,0.714,31.96,0.776,True,0.4779,0.4795,2.998,False
False,-0.0573,0.0064,41.06,6.09,1.357,0.714,31.96,0.776,True,0.5114,0.4802,0.0,False
True,0.0058,0.0031,44.92,3.11,0.971,1.241,25.04,0.608,False,0.1676,1.5142,11.04,False
False,0.0058,0.0031,44.92,3.11,0.971,1.241,25.04,0.608,False,0.1936,1.4779,0.0,False
True,-0.0474,-0.0074,30.51,9.66,0.867,1.111,34.56,0.679,False,1.416,1.5269,12.712,False
False,-0.0474,-0.0074,30.51,9.66,0.867,1.111,34.56,0.679,True,0.6307,0.6888,0.0,False
True,0.0236,-0.012,36.33,4.62,1.117,0.973,23.3,0.561,False,0.1311,1.2725,18.516,False
False,0.0236,-0.012,36.33,4.62,1.117,0.973,23.3,0.561,False,0.8211,0.9062,0.0,False
True,-0.0224,-0.0166,41.71,8.4,1.248,0.814,28.31,0.586,True,0.5574,1.4018,25.0,False
False,-0.0224,-0.0166,41.71,8.4,1.248,0.814,28.31,0.586,True,0.6352,0.4242,0.0,False
True,-0.0437,-0.0028,33.32,9.01,1.02,1.386,24.6,0.414,False,0.1223,5.9482,13.544,False
False,-0.0437,-0.0028,33.32,9.01,1.02,1.386,24.6,0.414,False,0.2506,2.6585,0.0,False
True,-0.0158,-0.0128,31.45,7.65,1.759,0.734,26.06,0.748,False,0.0927,4.7186,14.62,False
False,-0.0158,-0.0128,31.45,7.65,1.759,0.734,26.06,0.748,False,0.199,2.7192,0.0,False
True,0.006,0.0018,33.98,7.68,1.316,1.216,26.44,0.554,False,0.1002,2.3926,11.408,False
False,0.006,0.0018,33.98,7.68,1.316,1.216,26.44,0.554,False,0.272,0.9864,0.0,False
True,-0.0159,-0.0163,39.39,2.12,1.79,0.804,30.69,0.774,True,0.6544,0.6644,16.606,False
False,-0.0159,-0.0163,39.39,2.12,1.79,0.804,30.69,0.774,True,0.2566,2.3378,0.0,False
True,-0.0292,-0.0033,34.51,5.39,0.934,0.801,20.95,0.524,False,0.1863,1.5887,12.004,False
False,-0.0292,-0.0033,34.51,5.39,0.934,0.801,20.95,0.524,False,0.1058,2.7217,0.0,False
True,-0.033,-0.0018,38.86,13.74,1.571,0.981,27.84,0.743,False,0.0864,15.795,5.042,False
False,-0.033,-0.0018,38.86,13.74,1.571,0.981,27.84,0.743,False,0.1208,11.0079,0.0,False
True,-0.0237,-0.0148,24.27,2.1,1.47,0.954,29.85,0.411,False,0.5684,0.7144,15.704,False
False,-0.0237,-0.0148,24.27,2.1,1.47,0.954,29.85,0.411,False,0.19,1.7629,0.0,False
True,-0.0184,0.0009,42.51,6.85,1.7,0.817,24.47,0.603,False,0.1266,4.6994,11.172,False
False,-0.0184,0.0009,42.51,6.85,1.7,0.817,24.47,0.603,False,0.0885,7.5597,0.0,False
True,-0.0323,-0.0109,34.9,5.54,1.201,1.28,35.0,0.418,True,1.2017,0.4622,13.674,False
False,-0.0323,-0.0109,34.9,5.54,1.201,1.28,35.0,0.418,True,1.1497,0.7188,0.0,False
True,-0.026,-0.0195,28.25,9.84,0.877,0.789,22.76,0.57,False,0.0255,19.7517,22.798,False
False,-0.026,-0.0195,28.25,9.84,0.877,0.789,22.76,0.57,False,0.2699,2.1229,0.0,False
True,-0.0398,-0.0064,38.45,2.21,1.458,0.963,20.59,0.422,False,0.2593,2.2475,12.284,False
False,-0.0398,-0.0064,38.45,2.21,1.458,0.963,20.59,0.422,False,0.5558,1.2039,0.0,False
True,0.0103,-0.0026,31.77,2.5,1.761,1.324,38.31,0.708,False,0.0865,2.6421,14.626,False
False,0.0103,-0.0026,31.77,2.5,1.761,1.324,38.31,0.708,False,0.095,2.4853,0.0,False
True,0.012,0.0041,42.62,4.26,1.35,0.809,32.01,0.752,False,0.298,1.1626,11.422,False
False,0.012,0.0041,42.62,4.26,1.35,0.809,32.01,0.752,False,0.2822,1.3094,0.0,False
True,-0.0209,-0.0005,20.9,8.69,1.113,0.951,24.05,0.425,False,0.0208,7.2295,11.552,False
False,-0.0209,-0.0005,20.9,8.69,1.113,0.951,24.05,0.425,False,0.2154,0.9768,0.0,False
True,0.0091,0.0074,23.58,3.43,0.815,1.242,38.0,0.421,False,0.0334,5.8857,2.998,False
False,0.0091,0.0074,23.58,3.43,0.815,1.242,38.0,0.421,False,0.0802,2.9918,0.0,False
True,0.0203,-0.0162,28.99,6.29,1.778,1.069,38.28,0.762,True,0.593,0.7822,21.91,False
False,0.0203,-0.0162,28.99,6.29,1.778,1.069,38.28,0.762,True,0.4501,0.9568,0.0,False
True,-0.0645,0.0079,31.32,9.3,1.02,0.764,33.66,0.648,False,0.2895,7.0651,2.998,False
False,-0.0645,0.0079,31.32,9.3,1.02,0.764,33.66,0.648,False,0.3045,6.395,0.0,False
True,-0.0011,0.0005,28.31,9.9,1.48,0.909,27.42,0.672,False,0.0194,18.3917,13.978,False
False,-0.0011,0.0005,28.31,9.9,1.48,0.909,27.42,0.672,False,0.155,2.8006,0.0,False
True,0.0101,-0.0136,38.51,13.71,1.369,1.322,39.49,0.413,True,1.0755,0.347,20.394,False
False,0.0101,-0.0136,38.51,13.71,1.369,1.322,39.49,0.413,True,0.5728,0.3648,0.0,False
True,-0.0319,0.0014,32.48,3.36,1.1,0.939,22.5,0.537,False,0.0423,7.9397,9.39,False
False,-0.0319,0.0014,32.48,3.36,1.1,0.939,22.5,0.537,False,0.0722,3.4137,0.0,False
True,-0.0431,0.0012,37.68,2.99,1.074,0.809,37.82,0.664,False,0.1333,11.5753,11.038,False
False,-0.0431,0.0012,37.68,2.99,1.074,0.809,37.82,0.664,True,0.326,0.6077,0.0,False
True,-0.0093,-0.0087,21.88,13.79,1.341,1.365,27.17,0.681,False,0.0611,9.7266,13.792,False
False,-0.0093,-0.0087,21.88,13.79,1.341,1.365,27.17,0.681,True,1.4494,0.2408,0.0,False
True,-0.0351,0.0019,42.79,9.87,0.943,0.827,37.74,0.462,True,1.1894,0.5469,9.682,False
False,-0.0351,0.0019,42.79,9.87,0.943,0.827,37.74,0.462,True,1.1486,1.2148,0.0,False
True,0.0217,-0.018,30.44,4.96,1.735,1.392,29.6,0.72,True,0.1425,3.2808,21.332,False
False,0.0217,-0.018,30.44,4.96,1.735,1.392,29.6,0.72,True,0.972,0.409,0.0,False
True,-0.0649,-0.0187,27.65,8.21,1.486,1.203,29.38,0.434,False,0.8673,1.3325,14.67,False
False,-0.0649,-0.0187,27.65,8.21,1.486,1.203,29.38,0.434,False,0.7242,1.776,0.0,False
True,0.0081,-0.0124,30.69,7.61,1.154,1.04,22.71,0.714,False,0.0238,7.3504,16.468,False
False,0.0081,-0.0124,30.69,7.61,1.154,1.04,22.71,0.714,True,0.825,0.471,0.0,False
True,0.0105,0.0049,38.64,10.61,1.422,1.032,22.82,0.611,False,0.2602,0.9922,10.542,False
False,0.0105,0.0049,38.64,10.61,1.422,1.032,22.82,0.611,False,0.2695,1.1186,0.0,False
True,-0.0529,-0.0135,33.02,10.36,1.265,0.914,28.76,0.76,True,0.2239,3.4943,14.71,False
False,-0.0529,-0.0135,33.02,10.36,1.265,0.914,28.76,0.76,True,0.5156,1.4168,0.0,False
True,-0.0033,0.0057,23.32,14.18,1.782,1.097,38.46,0.667,False,0.0963,8.0974,2.998,False
False,-0.0033,0.0057,23.32,14.18,1.782,1.097,38.46,0.667,False,0.118,6.0404,0.0,False
True,0.0199,-0.0186,29.95,8.84,1.203,1.042,33.79,0.451,True,0.8953,0.256,21.146,False
False,0.0199,-0.0186,29.95,8.84,1.203,1.042,33.79,0.451,True,0.8401,0.3404,0.0,False
True,-0.0659,-0.0049,32.37,14.91,1.315,1.245,32.5,0.786,True,1.7472,1.5683,13.864,False
False,-0.0659,-0.0049,32.37,14.91,1.315,1.245,32.5,0.786,True,0.71,0.5561,0.0,False
True,-0.0634,0.0045,36.25,2.46,1.26,0.794,36.71,0.551,True,0.1082,2.2084,9.834,False
False,-0.0634,0.0045,36.25,2.46,1.26,0.794,36.71,0.551,True,0.4166,0.8468,0.0,False
True,-0.0597,-0.0035,35.23,7.87,1.286,1.126,35.27,0.483,True,0.6964,1.6225,14.466,False
False,-0.0597,-0.0035,35.23,7.87,1.286,1.126,35.27,0.483,True,0.9977,0.689,0.0,False
True,0.0076,0.0086,38.55,10.06,1.704,1.074,24.3,0.485,False,0.2707,1.4509,2.998,False
False,0.0076,0.0086,38.55,10.06,1.704,1.074,24.3,0.485,False,0.1193,3.2402,0.0,False
True,-0.0179,0.0001,42.15,7.0,1.533,1.309,32.48,0.651,False,0.0712,13.0268,11.344,False
