Amplitude_Deg,Frequency_Hz,Start_Amp_Mult,Start_Freq_Mult,Fell,Distance_Traversed,CoT,Passed,Avg_Velocity
35.0,0.4456410256410257,0.9111111111111112,0.7777777777777777,False,1.1186,0.4317,False,0.05593
35.0,0.45128205128205134,1.2444444444444445,1.2444444444444445,False,1.5211,0.4249,False,0.076055
35.0,0.456923076923077,1.5777777777777777,1.4,False,1.2549,0.607,False,0.062745
35.0,0.46256410256410263,0.8,0.9333333333333333,False,1.0576,0.5408,False,0.05288
35.0,0.4682051282051283,1.6888888888888889,1.1666666666666665,False,1.0211,0.5271,False,0.051054999999999996
35.0,0.4738461538461539,1.4666666666666668,0.7,False,0.8649,0.5374,False,0.043245
35.0,0.47948717948717956,0.8,1.1666666666666665,False,1.2222,0.5205,False,0.06111
35.0,0.4851282051282052,0.9111111111111112,0.7,False,1.4111,0.4972,False,0.070555
35.0,0.49076923076923085,1.5777777777777777,0.8555555555555555,False,1.1646,0.5093,False,0.058230000000000004
35.0,0.4964102564102565,1.1333333333333333,0.8555555555555555,False,1.224,0.4835,False,0.0612
35.0,0.5020512820512821,1.4666666666666668,0.9333333333333333,False,1.0207,0.3712,False,0.051035
35.0,0.5076923076923078,1.6888888888888889,0.9333333333333333,False,1.2314,0.4956,False,0.06157
35.0,0.5133333333333334,0.9111111111111112,1.0888888888888888,False,0.81,0.5897,False,0.0405
35.0,0.5189743589743591,1.1333333333333333,0.7777777777777777,False,1.1167,0.4923,False,0.055835
35.0,0.5246153846153847,0.9111111111111112,0.9333333333333333,False,1.318,0.6359,False,0.0659
35.0,0.5302564102564103,1.8,0.7,False,1.3263,0.6814,False,0.066315
35.0,0.535897435897436,1.5777777777777777,1.4,False,1.4062,0.6097,False,0.07031
35.0,0.5415384615384616,1.0222222222222221,1.0888888888888888,False,1.207,0.8352,False,0.06035
35.0,0.5471794871794873,1.8,1.2444444444444445,False,1.3166,0.4606,False,0.06583
35.0,0.5528205128205128,1.8,1.2444444444444445,False,0.8095,0.8657,False,0.040475
35.0,0.5584615384615386,1.8,1.011111111111111,False,0.9474,0.6261,False,0.04737
35.0,0.5641025641025641,1.4666666666666668,1.3222222222222222,False,1.3444,0.4991,False,0.06722
35.0,0.5697435897435899,1.1333333333333333,0.9333333333333333,False,1.6806,0.4785,False,0.08403000000000001
35.0,0.5753846153846154,1.3555555555555556,1.2444444444444445,False,1.385,0.6441,False,0.06925
35.0,0.5810256410256411,1.0222222222222221,0.7777777777777777,False,3.1216,0.3532,True,0.15608
35.0,0.5866666666666667,0.9111111111111112,0.9333333333333333,False,0.8733,0.8158,False,0.043664999999999995
35.0,0.5923076923076923,0.8,1.2444444444444445,False,1.3601,0.4948,False,0.06800500000000001
35.0,0.597948717948718,1.1333333333333333,1.2444444444444445,False,1.3141,0.493,False,0.065705
35.0,0.6035897435897436,1.4666666666666668,1.3222222222222222,False,0.8497,0.6547,False,0.042485
35.0,0.6092307692307692,1.2444444444444445,1.0888888888888888,False,1.3336,0.4203,False,0.06667999999999999
35.0,0.6148717948717949,1.3555555555555556,1.2444444444444445,False,1.8101,0.3403,False,0.090505
35.0,0.6205128205128205,0.9111111111111112,0.9333333333333333,False,1.0919,0.8181,False,0.054595000000000005
35.0,0.6261538461538462,1.1333333333333333,0.7,False,1.4655,0.4039,False,0.073275
35.0,0.6317948717948718,1.4666666666666668,0.7777777777777777,False,0.895,0.4664,False,0.04475
35.0,0.6374358974358975,1.0222222222222221,0.7,False,0.7028,0.471,False,0.03514
35.0,0.6430769230769231,1.5777777777777777,1.2444444444444445,False,1.1138,0.7526,False,0.055689999999999996
35.0,0.6487179487179487,0.8,0.7,False,1.028,0.4559,False,0.0514
35.0,0.6543589743589744,1.3555555555555556,1.2444444444444445,False,1.0,0.8271,False,0.05
35.0,0.66,1.8,1.4,False,1.8976,0.4013,False,0.09487999999999999
35.38461538461539,0.44000000000000006,1.0222222222222221,0.7,False,2.285,0.2853,True,0.11425
35.38461538461539,0.4456410256410257,1.1333333333333333,1.011111111111111,False,1.314,0.4524,False,0.06570000000000001
35.38461538461539,0.45128205128205134,1.0222222222222221,1.2444444444444445,False,1.2112,0.6701,False,0.06056
35.38461538461539,0.456923076923077,1.5777777777777777,1.3222222222222222,False,1.4073,0.47,False,0.070365
35.38461538461539,0.46256410256410263,0.8,0.8555555555555555,False,1.6955,0.331,False,0.084775
35.38461538461539,0.4682051282051283,1.4666666666666668,1.2444444444444445,False,1.1193,0.6402,False,0.055965
35.38461538461539,0.4738461538461539,1.5777777777777777,0.7777777777777777,False,1.1368,0.5314,False,0.05684
35.38461538461539,0.47948717948717956,1.4666666666666668,1.1666666666666665,False,1.2108,0.5461,False,0.060540000000000004
35.38461538461539,0.4851282051282052,1.4666666666666668,1.3222222222222222,False,1.2925,0.4915,False,0.064625
35.38461538461539,0.49076923076923085,0.8,1.0888888888888888,False,1.396,0.4762,False,0.0698
35.38461538461539,0.4964102564102565,1.6888888888888889,0.9333333333333333,False,1.1817,0.5652,False,0.059085
35.38461538461539,0.5020512820512821,0.8,0.8555555555555555,False,1.3529,0.439,False,0.067645
35.38461538461539,0.5076923076923078,1.8,1.0888888888888888,False,1.4844,0.3746,False,0.07422
35.38461538461539,0.5133333333333334,1.6888888888888889,1.4,False,2.1105,0.3101,True,0.10552500000000001
35.38461538461539,0.5189743589743591,1.0222222222222221,1.4,False,1.1392,0.7463,False,0.05696
35.38461538461539,0.5246153846153847,0.9111111111111112,1.3222222222222222,False,1.2214,0.8935,False,0.06107
35.38461538461539,0.5302564102564103,0.9111111111111112,1.011111111111111,False,1.3503,0.5502,False,0.067515
35.38461538461539,0.535897435897436,1.0222222222222221,0.7777777777777777,False,1.1937,0.5457,False,0.059685
35.38461538461539,0.5415384615384616,1.1333333333333333,0.7777777777777777,False,0.7278,0.775,False,0.03639
35.38461538461539,0.5471794871794873,1.4666666666666668,0.7,False,0.8106,0.8432,False,0.04053
35.38461538461539,0.5528205128205128,1.6888888888888889,1.4,False,1.4249,0.5478,False,0.071245
35.38461538461539,0.5584615384615386,1.0222222222222221,0.7777777777777777,False,1.2061,0.7117,False,0.060305
35.38461538461539,0.5641025641025641,0.9111111111111112,1.2444444444444445,False,1.5848,0.6551,False,0.07924
35.38461538461539,0.5697435897435899,1.5777777777777777,0.8555555555555555,False,1.1666,0.6486,False,0.05833000000000001
35.38461538461539,0.5753846153846154,1.3555555555555556,1.0888888888888888,False,1.2229,0.6922,False,0.061145000000000005
35.38461538461539,0.5810256410256411,1.3555555555555556,0.7,False,1.0441,0.6937,False,0.052205
35.38461538461539,0.5866666666666667,1.4666666666666668,0.7,False,1.5786,0.5327,False,0.07893
35.38461538461539,0.5923076923076923,1.8,0.7777777777777777,False,1.2845,0.5756,False,0.064225
35.38461538461539,0.597948717948718,0.9111111111111112,1.2444444444444445,False,0.7803,0.7113,False,0.039015
35.38461538461539,0.6035897435897436,1.4666666666666668,1.2444444444444445,False,0.792,0.5764,False,0.0396
35.38461538461539,0.6092307692307692,1.3555555555555556,1.3222222222222222,False,0.7479,0.4527,False,0.037395
35.38461538461539,0.6148717948717949,1.0222222222222221,1.1666666666666665,False,1.196,0.5571,False,0.0598
35.38461538461539,0.6205128205128205,1.4666666666666668,1.011111111111111,False,1.4123,0.4425,False,0.07061500000000001
35.38461538461539,0.6261538461538462,1.3555555555555556,1.3222222222222222,False,0.7395,1.0181,False,0.036975
35.38461538461539,0.6317948717948718,0.9111111111111112,0.8555555555555555,False,1.3579,0.4983,False,0.06789500000000001
35.38461538461539,0.6374358974358975,1.6888888888888889,0.8555555555555555,False,1.4515,0.5281,False,0.072575
35.38461538461539,0.6430769230769231,1.0222222222222221,1.011111111111111,False,1.1316,0.4555,False,0.05658
35.38461538461539,0.6487179487179487,1.2444444444444445,0.7,False,0.8845,0.9417,False,0.044225
35.38461538461539,0.6543589743589744,1.2444444444444445,1.0888888888888888,False,1.5979,0.4799,False,0.07989500000000001
35.38461538461539,0.66,1.4666666666666668,1.1666666666666665,False,1.3526,0.4491,False,0.06763
35.76923076923077,0.44000000000000006,1.6888888888888889,1.011111111111111,False,1.9782,0.3281,False,0.09891
35.76923076923077,0.4456410256410257,0.9111111111111112,1.2444444444444445,False,1.4714,0.3981,False,0.07357
35.76923076923077,0.45128205128205134,1.0222222222222221,0.9333333333333333,False,1.7016,0.4853,False,0.08508
35.76923076923077,0.456923076923077,1.3555555555555556,1.011111111111111,False,1.1922,0.5667,False,0.059609999999999996
35.76923076923077,0.46256410256410263,0.8,0.9333333333333333,False,1.257,0.3396,False,0.06284999999999999
35.76923076923077,0.4682051282051283,1.8,1.4,False,1.241,0.4744,False,0.06205000000000001
35.76923076923077,0.4738461538461539,1.5777777777777777,0.7,False,1.3209,0.587,False,0.06604499999999999
35.76923076923077,0.47948717948717956,0.8,1.1666666666666665,False,1.5669,0.4764,False,0.078345
35.76923076923077,0.4851282051282052,0.9111111111111112,0.8555555555555555,False,1.0968,0.6151,False,0.05484
35.76923076923077,0.49076923076923085,1.4666666666666668,0.7,False,1.1158,0.669,False,0.05578999999999999
35.76923076923077,0.4964102564102565,0.8,1.011111111111111,False,1.2757,0.4223,False,0.06378500000000001
35.76923076923077,0.5020512820512821,1.6888888888888889,1.0888888888888888,False,1.5437,0.5117,False,0.077185
35.76923076923077,0.5076923076923078,1.4666666666666668,1.011111111111111,False,1.3127,0.5696,False,0.065635
35.76923076923077,0.5133333333333334,1.3555555555555556,0.7777777777777777,False,1.1075,0.4512,False,0.055374999999999994
35.76923076923077,0.5189743589743591,1.8,1.2444444444444445,False,0.9631,0.5823,False,0.048154999999999996
35.76923076923077,0.5246153846153847,1.8,0.8555555555555555,False,1.7003,0.5638,False,0.085015
35.76923076923077,0.5302564102564103,1.2444444444444445,1.3222222222222222,False,1.3508,0.6786,False,0.06754
35.76923076923077,0.535897435897436,1.5777777777777777,0.7777777777777777,False,1.3962,0.5086,False,0.06981000000000001
35.76923076923077,0.5415384615384616,0.9111111111111112,1.2444444444444445,False,1.6937,0.5917,False,0.084685
35.76923076923077,0.5471794871794873,1.0222222222222221,1.3222222222222222,False,1.3675,0.694,False,0.06837499999999999
35.76923076923077,0.5528205128205128,1.4666666666666668,1.4,False,1.2807,0.8444,False,0.064035
35.76923076923077,0.5584615384615386,1.6888888888888889,0.7777777777777777,False,1.2611,0.6153,False,0.063055
35.76923076923077,0.5641025641025641,1.8,0.8555555555555555,False,1.2976,0.7308,False,0.06488000000000001
35.76923076923077,0.5697435897435899,1.4666666666666668,1.3222222222222222,False,2.0474,0.3234,True,0.10237
35.76923076923077,0.5753846153846154,1.6888888888888889,0.7,False,1.7155,0.5648,False,0.085775
35.76923076923077,0.5810256410256411,0.9111111111111112,1.1666666666666665,False,1.7741,0.5303,False,0.088705
35.76923076923077,0.5866666666666667,1.1333333333333333,0.9333333333333333,False,0.7818,0.6415,False,0.03909
35.76923076923077,0.5923076923076923,1.6888888888888889,1.2444444444444445,False,1.514,0.4446,False,0.0757
35.76923076923077,0.597948717948718,1.1333333333333333,1.0888888888888888,False,0.9496,0.6511,False,0.04748
35.76923076923077,0.6035897435897436,0.8,1.1666666666666665,False,0.7496,0.8441,False,0.03748
35.76923076923077,0.6092307692307692,1.6888888888888889,1.3222222222222222,False,1.2282,0.499,False,0.06141
35.76923076923077,0.6148717948717949,1.8,1.3222222222222222,False,1.2056,0.357,False,0.06028
35.76923076923077,0.6205128205128205,1.8,0.8555555555555555,False,0.9373,0.7673,False,0.046865000000000004
35.76923076923077,0.6261538461538462,0.8,0.7,False,1.2059,0.7042,False,0.060295
35.76923076923077,0.6317948717948718,0.8,1.3222222222222222,False,0.8221,0.7658,False,0.041105
35.76923076923077,0.6374358974358975,1.1333333333333333,1.2444444444444445,False,1.2952,0.5906,False,0.06476
35.76923076923077,0.6430769230769231,1.4666666666666668,1.0888888888888888,False,0.9423,0.5921,False,0.047115000000000004
35.76923076923077,0.6487179487179487,1.8,1.0888888888888888,False,1.2282,0.7365,False,0.06141
35.76923076923077,0.6543589743589744,1.0222222222222221,1.011111111111111,False,1.3784,0.5189,False,0.06892000000000001
35.76923076923077,0.66,1.5777777777777777,1.0888888888888888,False,0.938,0.6819,False,0.0469
36.15384615384615,0.44000000000000006,1.1333333333333333,0.7,False,1.9011,0.2836,False,0.095055
36.15384615384615,0.4456410256410257,1.3555555555555556,1.3222222222222222,False,1.576,0.5478,False,0.07880000000000001
36.15384615384615,0.45128205128205134,1.1333333333333333,1.4,False,1.2689,0.5371,False,0.063445
36.15384615384615,0.456923076923077,1.5777777777777777,1.1666666666666665,False,1.1241,0.609,False,0.056205000000000005
36.15384615384615,0.46256410256410263,1.2444444444444445,1.0888888888888888,False,1.5991,0.4347,False,0.079955
36.15384615384615,0.4682051282051283,1.4666666666666668,1.4,False,1.6216,0.4306,False,0.08108
36.15384615384615,0.4738461538461539,1.8,1.1666666666666665,False,1.6546,0.6348,False,0.08273
36.15384615384615,0.47948717948717956,1.5777777777777777,1.1666666666666665,False,2.0002,0.397,True,0.10001
36.15384615384615,0.4851282051282052,1.3555555555555556,1.011111111111111,False,1.3655,0.8528,False,0.068275
36.15384615384615,0.49076923076923085,1.3555555555555556,1.3222222222222222,False,1.4817,0.6035,False,0.074085
36.15384615384615,0.4964102564102565,1.8,1.3222222222222222,False,1.6035,0.5338,False,0.080175
36.15384615384615,0.5020512820512821,1.0222222222222221,1.0888888888888888,False,1.1543,0.6696,False,0.057715
36.15384615384615,0.5076923076923078,1.3555555555555556,1.4,False,1.209,0.6403,False,0.060450000000000004
36.15384615384615,0.5133333333333334,1.1333333333333333,1.2444444444444445,False,2.9402,0.3991,True,0.14701
36.15384615384615,0.5189743589743591,0.9111111111111112,0.8555555555555555,False,1.4141,0.6396,False,0.07070499999999999
36.15384615384615,0.5246153846153847,0.8,1.011111111111111,False,1.4388,0.473,False,0.07194
36.15384615384615,0.5302564102564103,1.6888888888888889,1.2444444444444445,False,1.6695,0.6153,False,0.083475
36.15384615384615,0.535897435897436,1.1333333333333333,1.3222222222222222,False,1.5248,0.5682,False,0.07624
36.15384615384615,0.5415384615384616,0.8,1.4,False,1.9829,0.4802,False,0.09914500000000001
36.15384615384615,0.5471794871794873,1.4666666666666668,0.9333333333333333,False,0.8436,0.9515,False,0.04218
36.15384615384615,0.5528205128205128,1.0222222222222221,0.9333333333333333,False,1.0616,0.7581,False,0.05308
36.15384615384615,0.5584615384615386,1.0222222222222221,0.7,False,1.6228,0.5757,False,0.08114
36.15384615384615,0.5641025641025641,1.4666666666666668,1.011111111111111,False,2.3508,0.488,True,0.11754
36.15384615384615,0.5697435897435899,1.3555555555555556,0.9333333333333333,False,1.4867,0.6062,False,0.074335
36.15384615384615,0.5753846153846154,0.9111111111111112,1.0888888888888888,False,1.2229,0.5082,False,0.061145000000000005
36.15384615384615,0.5810256410256411,1.6888888888888889,0.7777777777777777,False,0.9693,0.7616,False,0.048465
36.15384615384615,0.5866666666666667,1.4666666666666668,1.4,False,1.0848,0.6729,False,0.05424
36.15384615384615,0.5923076923076923,1.6888888888888889,0.7,False,1.2661,0.5625,False,0.063305
36.15384615384615,0.597948717948718,1.2444444444444445,0.7,False,1.2464,0.8246,False,0.06232
36.15384615384615,0.6035897435897436,0.8,1.2444444444444445,False,2.2445,0.4497,True,0.11222499999999999
36.15384615384615,0.6092307692307692,1.1333333333333333,0.8555555555555555,False,1.7109,0.5186,False,0.08554500000000001
36.15384615384615,0.6148717948717949,1.1333333333333333,0.9333333333333333,False,0.9896,0.7547,False,0.04948
36.15384615384615,0.6205128205128205,1.5777777777777777,1.1666666666666665,False,0.9258,0.5849,False,0.04629
36.15384615384615,0.6261538461538462,1.5777777777777777,0.9333333333333333,False,0.878,0.5498,False,0.0439
36.15384615384615,0.6317948717948718,1.6888888888888889,0.9333333333333333,False,1.272,0.6562,False,0.0636
36.15384615384615,0.6374358974358975,1.1333333333333333,1.1666666666666665,False,0.8385,0.8498,False,0.041925000000000004
36.15384615384615,0.6430769230769231,1.3555555555555556,0.7777777777777777,False,1.0576,0.5658,False,0.05288
36.15384615384615,0.6487179487179487,1.3555555555555556,0.8555555555555555,False,0.896,0.4543,False,0.0448
36.15384615384615,0.6543589743589744,1.1333333333333333,1.011111111111111,False,0.9185,0.4902,False,0.045925
36.15384615384615,0.66,1.2444444444444445,0.9333333333333333,False,1.151,0.6145,False,0.057550000000000004
36.53846153846154,0.44000000000000006,0.9111111111111112,0.7777777777777777,False,1.4254,0.5335,False,0.07127
36.53846153846154,0.4456410256410257,0.8,0.8555555555555555,False,1.2064,0.6498,False,0.06032
36.53846153846154,0.45128205128205134,1.6888888888888889,1.011111111111111,False,1.2309,0.5406,False,0.061545
36.53846153846154,0.456923076923077,1.1333333333333333,1.2444444444444445,False,1.2679,0.4757,False,0.063395
36.53846153846154,0.46256410256410263,1.6888888888888889,1.1666666666666665,False,1.1897,0.5926,False,0.059484999999999996
36.53846153846154,0.4682051282051283,1.2444444444444445,1.3222222222222222,False,1.8867,0.3292,False,0.094335
36.53846153846154,0.4738461538461539,1.1333333333333333,1.0888888888888888,False,1.8225,0.4487,False,0.091125
36.53846153846154,0.47948717948717956,1.2444444444444445,1.011111111111111,False,1.2589,0.459,False,0.062945
36.53846153846154,0.4851282051282052,1.1333333333333333,1.011111111111111,False,1.1166,0.9218,False,0.055830000000000005
36.53846153846154,0.49076923076923085,1.3555555555555556,1.2444444444444445,False,1.4479,0.4702,False,0.072395
36.53846153846154,0.4964102564102565,1.4666666666666668,1.011111111111111,False,1.0917,0.8727,False,0.054584999999999995
36.53846153846154,0.5020512820512821,1.4666666666666668,1.0888888888888888,False,1.8976,0.4234,False,0.09487999999999999
36.53846153846154,0.5076923076923078,1.4666666666666668,1.4,False,1.7297,0.4578,False,0.086485
36.53846153846154,0.5133333333333334,1.3555555555555556,0.8555555555555555,False,1.3213,0.6218,False,0.066065
36.53846153846154,0.5189743589743591,1.2444444444444445,1.0888888888888888,False,1.4747,0.6735,False,0.073735
36.53846153846154,0.5246153846153847,0.9111111111111112,0.7777777777777777,False,1.4052,0.593,False,0.07026
36.53846153846154,0.5302564102564103,1.6888888888888889,1.011111111111111,False,1.0701,0.7173,False,0.053505000000000004
36.53846153846154,0.535897435897436,1.1333333333333333,1.1666666666666665,False,1.3029,0.6967,False,0.065145
36.53846153846154,0.5415384615384616,1.0222222222222221,1.4,False,1.2446,0.6905,False,0.062229999999999994
36.53846153846154,0.5471794871794873,0.9111111111111112,0.9333333333333333,False,1.4638,0.6683,False,0.07319
36.53846153846154,0.5528205128205128,1.6888888888888889,1.2444444444444445,False,1.4621,0.4328,False,0.073105
36.53846153846154,0.5584615384615386,0.8,0.9333333333333333,False,1.2631,0.4964,False,0.06315499999999999
36.53846153846154,0.5641025641025641,1.6888888888888889,0.7777777777777777,False,1.4178,0.7128,False,0.07089
36.53846153846154,0.5697435897435899,1.4666666666666668,0.7,False,0.5847,1.2047,False,0.029235
36.53846153846154,0.5753846153846154,1.5777777777777777,1.4,False,0.7812,0.5973,False,0.03906
36.53846153846154,0.5810256410256411,1.6888888888888889,0.7777777777777777,False,1.5743,0.5297,False,0.07871500000000001
36.53846153846154,0.5866666666666667,1.0222222222222221,1.1666666666666665,False,0.9058,0.574,False,0.045290000000000004
36.53846153846154,0.5923076923076923,1.6888888888888889,1.2444444444444445,False,1.4722,0.605,False,0.07361
36.53846153846154,0.597948717948718,1.8,1.1666666666666665,False,1.1127,0.6278,False,0.055635000000000004
36.53846153846154,0.6035897435897436,1.3555555555555556,1.2444444444444445,False,1.1094,0.5496,False,0.05547
36.53846153846154,0.6092307692307692,0.8,0.7,False,0.8497,0.6737,False,0.042485
36.53846153846154,0.6148717948717949,1.5777777777777777,1.011111111111111,False,1.0669,0.6282,False,0.053345
36.53846153846154,0.6205128205128205,0.8,0.8555555555555555,False,1.9661,0.3533,False,0.098305
36.53846153846154,0.6261538461538462,1.0222222222222221,0.9333333333333333,False,1.0044,0.6465,False,0.05022
36.53846153846154,0.6317948717948718,1.0222222222222221,0.7,False,1.7731,0.4038,False,0.088655
36.53846153846154,0.6374358974358975,1.1333333333333333,1.0888888888888888,False,0.9262,0.5186,False,0.046310000000000004
36.53846153846154,0.6430769230769231,1.6888888888888889,0.7777777777777777,False,0.8063,0.6188,False,0.040315000000000004
36.53846153846154,0.6487179487179487,0.8,1.3222222222222222,False,1.1484,0.7564,False,0.057420000000000006
36.53846153846154,0.6543589743589744,1.3555555555555556,1.2444444444444445,False,1.0066,0.4582,False,0.05033
36.53846153846154,0.66,0.8,0.8555555555555555,False,1.0615,0.874,False,0.053075000000000004
36.92307692307692,0.44000000000000006,1.2444444444444445,1.3222222222222222,False,2.0049,0.3229,True,0.100245
36.92307692307692,0.4456410256410257,0.8,1.0888888888888888,False,2.0673,0.3843,True,0.103365
36.92307692307692,0.45128205128205134,1.8,1.2444444444444445,False,2.6299,0.3572,True,0.131495
36.92307692307692,0.456923076923077,1.6888888888888889,1.011111111111111,False,1.5652,0.5535,False,0.07826
36.92307692307692,0.46256410256410263,1.8,0.9333333333333333,False,1.4897,0.4994,False,0.074485
36.92307692307692,0.4682051282051283,1.5777777777777777,1.0888888888888888,False,1.7184,0.5702,False,0.08592
36.92307692307692,0.4738461538461539,1.8,0.8555555555555555,False,2.1476,0.3964,True,0.10738
36.92307692307692,0.47948717948717956,1.4666666666666668,1.4,False,1.5802,0.5935,False,0.07901
36.92307692307692,0.4851282051282052,1.4666666666666668,1.2444444444444445,False,1.6109,0.5157,False,0.080545
36.92307692307692,0.49076923076923085,0.8,1.1666666666666665,False,1.6576,0.4624,False,0.08288
36.92307692307692,0.4964102564102565,1.0222222222222221,1.3222222222222222,False,0.967,0.6906,False,0.04835
36.92307692307692,0.5020512820512821,1.6888888888888889,0.9333333333333333,False,1.1629,0.4706,False,0.058145
36.92307692307692,0.5076923076923078,1.0222222222222221,0.9333333333333333,False,1.2648,0.7175,False,0.06323999999999999
36.92307692307692,0.5133333333333334,1.6888888888888889,1.2444444444444445,False,3.0998,0.3253,True,0.15499000000000002
36.92307692307692,0.5189743589743591,0.8,1.011111111111111,False,1.1285,0.725,False,0.056425
36.92307692307692,0.5246153846153847,1.2444444444444445,1.4,False,1.011,0.7584,False,0.05055
36.92307692307692,0.5302564102564103,0.9111111111111112,1.011111111111111,False,1.3448,0.6556,False,0.06724
36.92307692307692,0.535897435897436,1.2444444444444445,0.7777777777777777,False,1.8519,0.5339,False,0.09259500000000001
36.92307692307692,0.5415384615384616,1.5777777777777777,1.4,False,1.2758,0.5897,False,0.06379
36.92307692307692,0.5471794871794873,1.2444444444444445,0.8555555555555555,False,1.987,0.7693,False,0.09935000000000001
36.92307692307692,0.5528205128205128,1.1333333333333333,0.9333333333333333,False,1.8343,0.5832,False,0.091715
36.92307692307692,0.5584615384615386,0.8,0.7777777777777777,False,1.5487,0.6512,False,0.077435
36.92307692307692,0.5641025641025641,1.3555555555555556,1.011111111111111,False,1.4543,0.5661,False,0.072715
36.92307692307692,0.5697435897435899,1.2444444444444445,1.011111111111111,False,2.0347,0.3038,True,0.10173499999999999
36.92307692307692,0.5753846153846154,0.9111111111111112,1.0888888888888888,False,0.9077,0.4622,False,0.045384999999999995
36.92307692307692,0.5810256410256411,1.8,0.7,False,1.7203,0.6445,False,0.086015
36.92307692307692,0.5866666666666667,1.4666666666666668,1.2444444444444445,False,1.7118,0.5543,False,0.08559
36.92307692307692,0.5923076923076923,1.2444444444444445,1.3222222222222222,False,1.277,0.5141,False,0.06384999999999999
36.92307692307692,0.597948717948718,1.4666666666666668,0.8555555555555555,False,0.9858,0.7221,False,0.04929
36.92307692307692,0.6035897435897436,1.3555555555555556,0.7,False,0.9067,0.8441,False,0.045335
36.92307692307692,0.6092307692307692,1.3555555555555556,1.2444444444444445,False,2.0204,0.4546,True,0.10102
36.92307692307692,0.6148717948717949,1.0222222222222221,1.2444444444444445,False,1.6042,0.5712,False,0.08021
36.92307692307692,0.6205128205128205,0.8,0.7777777777777777,False,1.2656,0.5008,False,0.06328
36.92307692307692,0.6261538461538462,0.8,1.0888888888888888,False,0.8628,0.6895,False,0.04314
36.92307692307692,0.6317948717948718,0.8,1.2444444444444445,False,1.6511,0.6391,False,0.082555
36.92307692307692,0.6374358974358975,1.2444444444444445,0.7,False,0.7967,0.9753,False,0.039834999999999995
36.92307692307692,0.6430769230769231,1.4666666666666668,1.2444444444444445,False,1.4271,0.652,False,0.071355
36.92307692307692,0.6487179487179487,1.6888888888888889,1.1666666666666665,False,0.8277,0.7256,False,0.041385
36.92307692307692,0.6543589743589744,1.5777777777777777,0.8555555555555555,False,1.6716,0.617,False,0.08358
36.92307692307692,0.66,1.2444444444444445,1.011111111111111,False,0.8849,0.6119,False,0.044245
37.30769230769231,0.44000000000000006,1.0222222222222221,1.3222222222222222,False,2.0314,0.4921,True,0.10157000000000001
37.30769230769231,0.4456410256410257,1.0222222222222221,1.2444444444444445,False,1.1765,0.4827,False,0.058825
37.30769230769231,0.45128205128205134,1.8,1.1666666666666665,False,1.2144,0.5588,False,0.060719999999999996
37.30769230769231,0.456923076923077,1.2444444444444445,0.7777777777777777,False,1.4738,0.393,False,0.07369
37.30769230769231,0.46256410256410263,1.5777777777777777,1.1666666666666665,False,1.2608,0.7663,False,0.06304
37.30769230769231,0.4682051282051283,1.3555555555555556,1.1666666666666665,False,2.0401,0.4886,True,0.10200499999999998
37.30769230769231,0.4738461538461539,1.8,0.7777777777777777,False,1.884,0.4138,False,0.09419999999999999
37.30769230769231,0.47948717948717956,1.5777777777777777,1.011111111111111,False,1.4128,0.4874,False,0.07064000000000001
37.30769230769231,0.4851282051282052,1.1333333333333333,0.8555555555555555,False,1.1705,0.4908,False,0.05852500000000001
37.30769230769231,0.49076923076923085,1.1333333333333333,1.4,False,1.6081,0.5474,False,0.080405
37.30769230769231,0.4964102564102565,1.0222222222222221,0.9333333333333333,False,1.5267,0.4723,False,0.076335
37.30769230769231,0.5020512820512821,1.4666666666666668,1.011111111111111,False,1.6608,0.6764,False,0.08304
37.30769230769231,0.5076923076923078,1.0222222222222221,1.0888888888888888,False,1.3961,0.4258,False,0.06980499999999999
37.30769230769231,0.5133333333333334,0.8,1.011111111111111,False,1.3715,0.5345,False,0.068575
37.30769230769231,0.5189743589743591,1.3555555555555556,0.7,False,1.1811,0.5763,False,0.059055
37.30769230769231,0.5246153846153847,1.0222222222222221,1.4,False,1.5015,0.7031,False,0.075075
37.30769230769231,0.5302564102564103,1.3555555555555556,1.4,False,1.1456,0.7252,False,0.05728
37.30769230769231,0.535897435897436,1.0222222222222221,0.8555555555555555,False,1.4294,0.7137,False,0.07147
37.30769230769231,0.5415384615384616,1.5777777777777777,0.7,False,0.9889,0.8452,False,0.049445
37.30769230769231,0.5471794871794873,1.5777777777777777,1.1666666666666665,False,1.1964,0.5908,False,0.05982
37.30769230769231,0.5528205128205128,1.8,1.0888888888888888,False,1.779,0.7229,False,0.08895
37.30769230769231,0.5584615384615386,1.8,1.1666666666666665,False,2.4285,0.3684,True,0.121425
37.30769230769231,0.5641025641025641,1.8,1.011111111111111,False,1.3992,0.5655,False,0.06996
37.30769230769231,0.5697435897435899,1.6888888888888889,1.4,False,1.0746,0.63,False,0.05373
37.30769230769231,0.5753846153846154,1.8,1.0888888888888888,False,1.5678,0.4386,False,0.07839
37.30769230769231,0.5810256410256411,1.5777777777777777,1.4,False,0.8718,0.6544,False,0.043590000000000004
37.30769230769231,0.5866666666666667,1.2444444444444445,1.011111111111111,False,1.4746,0.5904,False,0.07372999999999999
37.30769230769231,0.5923076923076923,0.9111111111111112,1.4,False,1.0769,0.6718,False,0.053845
37.30769230769231,0.597948717948718,1.3555555555555556,0.9333333333333333,False,1.2974,0.6447,False,0.06487000000000001
