Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT,Avg_Velocity,Passed
0.0064,-0.0012,35.11,11.08,1.126,1.34,36.4,0.747,False,0.2685,1.8336,0.01342429974512607,False
-0.0106,-0.0099,20.26,4.93,1.482,0.974,22.37,0.716,False,0.126,0.814,0.006299685800327938,False
-0.005,-0.0111,33.21,10.11,1.53,0.713,21.95,0.665,False,0.0731,3.4477,0.0036560201297742958,False
-0.0176,0.0085,22.76,8.1,1.18,1.226,38.86,0.762,False,0.1319,6.104,0.00659424787796468,False
-0.0528,-0.0126,25.03,7.98,1.503,1.302,21.16,0.577,False,0.1417,2.7872,0.007086505480536225,False
-0.0025,0.0023,31.72,6.04,1.104,1.377,33.44,0.783,False,0.125,3.4259,0.0062500140695655754,False
-0.0516,0.0052,44.1,13.89,1.206,0.883,22.29,0.626,False,0.3973,3.9426,0.01986605731806661,False
-0.0444,-0.01,28.85,7.5,0.832,0.739,28.2,0.461,False,0.4283,1.5956,0.02141661978523743,False
-0.0509,-0.0058,36.09,9.77,1.377,0.749,30.3,0.432,False,0.6487,2.3524,0.032434416984975435,False
0.0155,0.0004,38.94,7.1,0.839,1.291,30.83,0.507,False,0.4435,0.788,0.022173283754777295,False
-0.0134,-0.0173,26.91,2.63,0.933,1.336,31.7,0.65,False,0.0487,5.0606,0.0024354849272472585,False
-0.0667,-0.0098,38.69,3.26,0.889,1.303,24.89,0.511,False,0.5351,2.9969,0.026755148712328862,False
0.0168,-0.0122,23.92,3.49,1.325,0.923,20.51,0.78,False,0.1593,0.3711,0.007966235044553878,False
0.0074,-0.0104,32.33,11.38,1.71,0.774,29.47,0.427,False,0.1117,4.697,0.005584125295104118,False
-0.045,0.0048,42.02,6.95,1.083,0.877,28.49,0.445,True,1.5766,0.9085,0.08450640598501696,False
0.0137,0.0006,22.99,14.24,1.151,1.261,33.74,0.469,False,0.2964,1.6009,0.014822394431832175,False
-0.0356,-0.0119,29.03,9.26,0.885,1.059,28.57,0.686,False,0.1232,7.325,0.00616219913456285,False
-0.06,-0.0085,44.58,11.86,1.191,1.046,38.82,0.799,True,0.9054,0.5704,0.28946320330534936,False
-0.0007,-0.0116,37.34,10.29,1.186,0.908,30.32,0.726,True,1.0922,0.3901,0.19331774791796846,False
-0.0385,0.0054,36.65,12.33,1.714,0.885,30.53,0.785,False,0.2367,6.0781,0.011834218949720103,False
0.0135,-0.0047,39.79,10.37,1.11,1.031,28.19,0.49,False,0.1165,3.5774,0.005823466219920754,False
-0.0377,-0.0012,32.73,11.51,1.649,0.976,38.99,0.745,True,0.927,0.8485,0.16442512724641853,False
0.0161,0.0077,24.82,14.37,1.177,1.184,31.17,0.656,False,0.3004,1.4446,0.0150204434730987,False
-0.0518,0.0067,35.68,11.44,1.411,1.307,29.62,0.707,False,0.2846,6.3295,0.014230144020301294,False
0.018,-0.0025,32.96,14.5,1.669,0.931,30.63,0.496,True,0.8839,0.4032,0.0859633274996544,False
-0.0391,-0.0152,35.9,12.06,0.931,0.747,20.62,0.53,False,0.1297,5.3637,0.006485044857439734,False
-0.0305,-0.0137,36.87,14.45,1.302,0.958,35.74,0.621,True,0.9144,0.9908,0.100001173227755,False
-0.0554,-0.0184,31.96,8.16,0.963,1.015,28.63,0.63,True,0.1517,5.1403,0.013047472391668959,False
0.0228,0.0062,22.86,8.76,1.658,0.993,28.48,0.684,False,0.2899,0.7936,0.014494537796865582,False
-0.0372,-0.0107,37.89,5.81,1.209,0.903,35.05,0.402,True,1.4775,0.5547,0.16604446853727595,False
-0.0286,0.0003,29.59,11.92,1.226,1.379,38.08,0.504,True,2.092,0.3807,0.19420855530249517,False
-0.0511,-0.0184,21.34,12.79,1.489,0.893,25.26,0.657,True,0.1572,0.8551,0.11052532599362971,False
-0.008,0.0063,39.45,14.55,0.892,1.275,35.63,0.424,False,0.1399,7.9662,0.006993064661545812,False
0.0001,-0.0166,25.23,11.59,1.567,0.917,20.99,0.519,False,0.1427,1.6679,0.00713681729819979,False
